200000 1
68102 193841 95991
148338 36532 34810
6996 61752 194796
150456 47931 75619
35655 91159 176717
11634 6534 163027
154859 36584 30907
32039 15683 119373
76371 47242 134969
89388 8289 124471
196028 4000 191600
71946 28247 50396
89021 174161 146923
64899 140253 67176
108798 89353 72604
169464 67504 47024
151086 34167 155413
133652 138835 79272
149613 5197 152976
104704 166537 87338
96498 10884 111976
135557 80028 182
4122 81237 116381
188385 125465 54508
130 186112 106836
72794 88466 94163
133737 147337 181973
147371 6682 190870
180897 110070 84491
110211 74764 16002
167111 1106 167496
195499 11077 25610
87454 81582 2686
27426 121253 62915
73365 93658 11846
90231 40659 56680
175308 115824 9501
199188 14966 179223
151879 166090 140066
73349 148284 147217
123313 189895 23514
9112 69014 51966
58549 110858 70636
8246 64954 48871
177928 180603 145126
180517 11168 94266
84914 92164 60150
8924 95046 47818
20172 119828 29233
117829 39596 146829
68193 198816 33807
128711 108313 199004
71139 140701 70829
140310 8980 36854
131327 60168 35530
194258 190763 153277
22283 93534 144266
89237 151088 53751
27564 161828 152118
70332 63350 15310
31707 70496 116090
84741 123097 86993
159249 65053 160934
155274 107443 149745
21877 72876 74862
42321 163880 141445
77753 112478 1066
164049 75739 38918
94849 3402 128662
25128 52406 95315
91000 6797 60115
54128 80551 199535
82789 152261 67876
135479 4829 6718
112141 77398 47858
35880 95887 80396
190628 38757 10825
40531 50357 7941
173471 20895 54681
158204 75021 190078
120980 137395 8565
48620 88087 56299
102045 32340 169431
154050 48602 153191
74055 28344 22810
108635 117021 26735
44252 170779 11711
97046 156654 45991
197254 181757 8617
103033 122207 148179
177868 3296 140257
30241 71747 137887
76413 23627 114194
122934 53430 112152
183549 99273 126478
66764 19091 93937
49194 155755 65671
81994 10683 32447
65245 103938 81111
44293 115028 82301
148288 94502 86521
29983 168648 102281
25842 27954 41805
125509 14274 192485
101377 129925 117656
83027 12533 44855
22159 37122 11521
168995 44948 93769
2236 162513 16214
24656 33371 136073
188157 105756 106053
98475 189701 115466
40537 192083 21155
105327 50515 1218
62370 139432 147497
153821 189196 8970
178203 148052 145585
180861 156215 74017
143117 140816 71229
184056 103330 178282
72687 112797 40433
21788 87519 61737
161899 180092 77396
189630 178434 457
180053 2551 21843
138318 105060 18137
75017 123158 67710
152140 134243 74186
153615 46699 31433
37645 22687 158707
64204 160583 167564
63765 152127 28814
113318 87362 3652
183002 7018 170616
174753 174647 144912
65785 138639 194356
26792 180549 82356
187287 167133 36713
146949 134991 178649
131296 3915 159327
126725 144253 168011
167583 176593 130695
157843 12665 52346
2464 10349 28464
72556 77491 87354
79034 186528 156754
198899 143134 87491
122017 149806 67719
66057 41904 166001
29294 125154 174797
95214 181158 2693
127700 22535 106309
104132 57277 168930
19847 175280 164087
80 8122 39313
93655 24433 78476
156005 192420 181309
92790 185187 118802
137699 151108 151224
63872 120228 9340
42518 104428 94836
173215 177493 173344
50747 53101 149387
21801 115546 62199
28783 147871 158968
196006 67806 12512
189467 41181 24540
28903 190284 48989
166052 185734 158266
86975 78679 66452
8487 3390 144058
6185 13043 1423
12521 7274 157674
184650 29209 38141
156814 140664 177400
122897 47431 29231
47034 27221 3193
199500 83582 160795
97403 171380 82598
135673 107330 110173
123671 31182 33946
118310 198750 28017
899 85276 25493
166480 124509 18682
122929 184991 87100
38199 145042 60159
60184 80281 198806
153816 181649 49256
156516 1937 20944
174681 179251 58885
136143 55123 165498
61110 43670 94471
158415 145838 1929
147848 24603 184325
100547 165876 184275
133005 3239 121529
76516 137789 21717
156923 134690 24192
103295 35940 16624
21570 72699 113758
26485 149704 40680
146836 109601 78328
75799 114381 105188
24688 144779 54935
37245 145113 175985
125691 172978 85036
91415 26263 2943
52336 138642 120006
39243 19063 112098
22637 177837 73309
133140 116204 1682
130301 65351 43467
59999 170669 75307
37974 95467 29582
113836 169908 188014
136238 196708 155144
117476 141506 119103
18306 199173 143423
87974 45657 38245
34737 157922 30109
195458 190784 26508
2113 4757 121328
146376 191683 186950
56221 100282 188907
124121 119921 190598
111173 8050 131236
28379 18588 159588
130046 45092 22164
101088 109084 46300
111643 155192 75674
7584 16780 21006
118831 59930 17592
118584 161164 73087
36708 4669 341
74533 117309 109079
139645 37333 64889
138525 47880 91234
5030 117596 117780
53155 113816 50703
110190 126542 144439
141355 184859 3636
159352 16492 185561
140405 67781 121287
163344 142333 31187
198325 29196 88678
58923 24137 30757
31827 65453 172049
98205 121308 26991
116116 184102 186858
9347 163081 248
176820 1274 159100
84226 135332 31083
39134 116912 74353
150014 62983 181909
185870 137684 177179
191108 35598 184489
14346 34101 107692
128283 195803 64636
169274 110821 151613
18927 58258 166728
17765 32700 135627
30917 117918 143085
88023 63062 73141
172787 127723 185324
10401 73296 123456
12645 178857 34154
46918 129039 190995
70758 147728 46899
100742 105657 61755
166038 78166 59061
125924 104313 129960
161524 94970 54656
189984 25087 148206
125704 150717 174349
78728 89150 581
141597 83300 128116
29773 1005 161674
129066 59704 96564
176527 84615 143164
157279 187269 42927
191611 163659 106751
108630 132830 186411
34480 43708 40988
5458 111895 63634
113979 85729 116543
181985 182410 189939
41008 161926 178488
117738 53971 162623
178558 59514 29115
131277 40212 42444
59510 32719 50400
100227 103986 117846
142 21662 8355
169258 73685 46265
346 50368 56101
194494 120748 193656
179541 22293 93545
135145 92711 64569
104303 19777 12888
184343 138875 103815
154228 188330 198590
143170 166626 126543
158798 67132 149770
41749 9240 142243
189181 75621 75922
144886 179615 131322
176214 183513 124173
32280 103804 2158
165524 146255 142103
136862 48824 177980
12342 174977 191216
26075 59615 72200
46588 56432 21629
104099 155204 194966
110215 157599 166342
73700 4731 160658
83765 159955 7414
172928 96350 7753
55333 150105 88287
12123 118345 9198
143646 13696 61811
83900 45790 84566
19282 11482 197836
40475 22530 111548
121818 152832 66980
133235 61150 112446
86405 51851 189854
92172 197535 183773
99453 52188 195196
71427 83062 32257
167969 15764 177830
184662 89368 106419
89628 45213 38697
97100 194111 150050
3992 78815 198965
88940 174311 144479
107126 179211 40223
60190 111634 61024
124082 40980 19357
9874 94597 104640
96265 61169 176588
11664 99785 179005
73625 199389 87726
4900 45162 194489
11616 60503 181988
55060 43323 46011
159148 49698 21048
92257 98769 68139
182837 79494 45590
160520 8835 148313
102532 185357 37582
44287 45617 47286
76886 180039 196180
54304 161978 131289
132041 29191 142336
139720 65796 122299
97537 178659 162383
108243 188599 56955
7571 90807 181088
139984 130 91228
75079 130147 23543
4522 50133 174210
73162 15753 92669
82415 156134 45369
160987 40272 16126
67835 105324 191598
70969 163748 112041
81904 86887 140723
176772 116147 29460
161064 113430 41023
129263 181681 83254
24652 167103 20204
124436 132501 140523
7179 161642 14520
167376 10842 61940
45922 154470 98180
169022 120383 122804
3893 133315 77784
6667 60231 372
28407 66135 187485
73803 88314 67295
153054 168314 190497
25955 69858 45127
79381 18697 50711
163424 66447 43038
144402 81574 29268
181557 81044 16638
95106 108214 142355
68845 39879 20002
100388 9314 55410
195075 195525 13994
114397 146711 87859
151021 77931 55771
194400 97734 46588
14664 69662 58269
108139 196900 56343
31390 106756 128059
58550 181867 45555
75643 47113 40870
175234 84120 61089
76151 87643 87795
104528 118699 24535
114843 93999 47896
190631 94954 195889
14489 100346 26419
72855 33053 3819
87756 41912 143619
163951 136915 46888
9191 193768 172845
147725 188572 141166
195416 27597 186744
167876 81230 3112
169692 87407 166609
104685 122177 108195
64727 22552 146824
160179 169426 84881
138315 153560 103057
72091 193379 121289
92094 136450 171141
2728 11929 193285
60242 197676 40478
180457 194845 89826
5939 27123 42238
167286 32220 132643
66772 199477 146473
150550 186695 42863
6764 38164 75270
95512 132308 35343
192405 137978 866
137818 118907 107057
33290 181392 165357
97838 21241 142567
86673 11909 21114
83525 109200 13545
176961 1869 6403
29749 61765 135630
104014 147743 51556
103458 54241 192151
48691 119350 50843
9065 45873 196645
117154 7890 46095
153277 74951 182270
68089 151348 35270
12862 138614 14924
66785 150885 50412
176226 40345 151005
38349 14383 22611
141241 128781 32484
58605 40162 184430
192527 33202 19255
3906 72913 31444
62815 86062 194767
38001 125971 181379
196679 86186 65803
96334 133058 78811
141980 178259 166573
30635 167359 188959
140614 113050 162779
43833 67948 105016
53952 80821 162655
125388 107184 165041
60657 91867 163112
95967 168503 90684
53344 166220 153223
126862 80496 6187
113902 82375 124787
180606 101517 118904
10356 136466 20677
44968 55942 87549
