200000 1
97695 122516 190341
42064 116327 162855
138722 110218 67954
177326 77556 81729
19895 30722 69250
53022 126115 171641
94340 134133 198410
175145 71216 167415
164249 156547 37606
82541 119612 56743
180939 100524 93366
53430 134474 46460
19320 39063 31579
62639 187971 123883
735 60239 134590
26025 370 131499
52263 60737 49098
79892 190601 157180
164213 6975 68205
174677 122651 126748
55128 158400 148763
177491 101855 39635
177041 22301 27915
37600 100596 47145
107967 64534 83448
194141 83159 51179
158935 143819 42977
25597 194414 13546
57437 167940 17545
198693 122817 196475
38760 21098 70263
120725 49019 18872
133190 86283 70968
36946 16813 51389
16983 121946 22424
70201 120140 128684
164694 187436 110957
84807 109614 53225
21412 124 112524
83847 120849 140063
188141 20007 123537
57556 125653 80634
180821 136817 127900
100518 85436 150187
93165 123007 42511
170981 148081 79527
168812 48667 147473
106971 199358 190184
4594 93172 166221
73089 63444 52330
115462 193434 151412
110440 173063 58671
152175 83590 162935
191356 13776 39740
82600 54608 87438
79541 144585 44826
132231 159287 126899
120328 153972 178390
76577 45469 176232
165099 150069 13441
90353 197896 135405
162209 120275 153136
53725 105507 164682
69509 136443 18365
54478 48634 150092
17567 13437 182212
41874 139522 115263
74482 17485 61031
100724 180814 166009
121120 184451 147339
130269 86299 73999
116872 121692 44185
147127 42501 111326
101669 76854 184190
57940 111760 198787
171473 66200 130731
108112 142304 173539
184402 101416 21013
105429 86913 43940
185553 85427 51574
32109 170528 74226
161749 65320 15754
161442 57295 77691
163519 121885 184851
195867 517 42739
57218 162697 91030
102860 113500 104081
62914 61448 7452
71104 97617 153040
199860 219 28018
168094 97736 143919
125904 45797 42345
177837 27078 150834
112771 102447 130774
191161 94453 191710
36398 11876 91027
15694 8739 132289
123982 27478 122172
189480 8771 174759
194135 174519 172147
43837 140010 198950
12060 60001 74013
154245 82643 109011
142774 51727 193955
18308 145308 25675
167988 197601 65970
158510 186055 21932
22585 168156 88379
48341 48698 174424
52787 38952 42996
181418 76863 126841
16621 50704 19476
139122 187525 125367
199222 3269 166171
117134 161821 178180
178114 103132 50440
167337 175229 67729
121723 23563 24161
33443 23809 54678
90722 110896 105455
8948 40229 12686
143805 28810 183807
76082 4236 134840
59098 161534 152098
126921 153084 52823
150274 104915 365
50174 122016 64179
164935 89398 122618
99133 78341 17943
81195 187511 23526
161343 67101 168848
166469 192650 142353
44222 127743 108660
109939 108296 43425
92574 108452 179865
182699 124267 108991
170343 161772 143577
2036 52437 104536
138380 83351 24341
154001 75785 142621
95718 84749 119471
171120 30641 140867
141058 120599 148686
124616 173783 14660
27336 62499 8094
120991 173035 190109
5346 22147 31821
25064 196867 174734
59926 66606 181776
16802 153366 107741
47761 107134 10076
70894 42817 124755
89725 77553 105837
71574 174850 21757
133786 148713 148546
116299 161088 197548
126433 197676 100574
192932 194176 106165
74106 105444 130057
11925 68465 99122
146780 86111 161486
148383 34786 113472
66766 178256 8187
55255 127686 30335
44174 119500 133475
105223 131575 125973
28700 148431 44575
180344 27120 99691
159782 191541 105672
31193 53330 179182
8431 2689 148543
