200000 1
125395 157123 122033
84149 27342 103335
1005 121534 64557
57990 38922 89602
191029 124034 196019
39519 129483 152512
190706 67304 93312
59558 134714 86657
112536 97481 56179
32368 32708 30597
20967 138566 78544
29745 59994 26420
50908 5057 24064
199210 57266 107991
146460 56673 137423
66613 58628 6044
87894 134482 71021
118221 1229 104597
60956 79043 50542
77303 185680 189305
114550 113702 63882
43229 195408 190306
188433 112435 140381
55336 40662 68622
94372 109093 101544
12390 88433 106079
94647 22651 185998
24479 33010 86939
142562 141945 22488
23510 25452 162348
83747 32676 169074
136010 190778 9504
38811 52298 68011
102004 165241 177642
39551 94968 82937
119960 143625 148255
71139 112130 52979
175509 140496 94523
172494 189182 58325
192306 109367 4826
30459 115401 96447
67194 30507 59071
167138 164032 2614
161421 96797 85776
131933 157960 64034
141719 97091 3863
153770 111304 8527
58325 38549 113283
94201 110186 82476
165477 112400 1189
67235 118621 165326
129345 114102 11764
10954 52309 56366
188212 135244 108809
148927 110666 85799
133095 165083 170019
86768 142773 186361
47476 89584 79653
81838 133462 184521
123053 14877 184595
127639 52913 198750
108602 62837 17561
94417 158731 35174
136137 49939 42180
130245 49202 184815
95909 184916 134726
42753 99123 196590
54460 26520 4022
139989 74466 139515
39963 151237 29646
156432 142805 124435
163677 4228 79595
11433 70121 16021
124258 29058 141393
42964 33020 196422
163643 162225 196133
193862 5873 161165
12291 153156 5105
134220 170543 13111
46847 57590 79779
157317 176674 141556
139769 111748 77325
85103 169977 80536
16086 25326 178023
47249 65958 94171
103706 7546 39881
364 193569 55130
139868 158897 196978
6938 50469 50451
22327 185568 76356
130483 72690 138925
101131 154137 126980
192412 13385 22766
158650 19823 181407
124160 41779 161603
185658 96318 95968
42076 56123 174331
155863 180448 19515
8185 26863 89612
75402 102776 114566
151418 175971 141069
23142 63724 67642
96959 42157 81594
174661 172515 162038
154126 19498 7412
144486 16779 166972
13595 98552 30334
57080 84629 117619
152029 42170 83649
156112 133367 2851
74554 181912 85897
133574 27433 37500
156778 162428 43653
167696 101673 173647
19903 7957 108427
185539 148407 197395
194614 119000 56849
193826 189913 137762
60760 94522 149941
128133 131672 56249
88193 9079 77943
59637 131010 129083
199028 160527 26106
170849 75238 69039
41944 150787 168582
11228 48027 2366
182528 197660 143433
172598 55801 175286
104092 20453 110801
76978 13405 64777
137910 3564 39379
34231 41450 166030
180685 100421 191592
150248 74499 197503
80602 168199 94603
158040 42258 151034
116840 99404 111452
153854 101444 165505
197345 155061 196767
166984 176459 159609
59556 5221 193982
95167 148443 101870
23647 128449 99331
58089 108525 137742
36676 85430 129247
41684 23102 105002
14606 146355 124518
143502 60113 38968
195174 60714 93201
87838 49705 44435
23352 42452 125690
94229 70672 47865
172769 170410 72675
13568 70548 75084
140358 55532 101360
29283 110404 150034
27193 12126 8104
154268 75767 135542
188688 182662 135224
73665 99141 18692
131778 70704 240
17772 180620 34544
72322 19434 183939
78497 145004 74000
136034 60296 134475
127896 45643 156253
173484 73057 95236
199714 71251 135991
79961 40208 95629
13689 198383 79710
39656 17972 73002
166048 85009 137401
190265 10544 67012
2649 161583 40979
134121 41964 160615
76250 105665 13465
103873 61138 144834
105674 128005 161565
90112 125457 135531
176333 154428 133654
79333 162590 175961
148019 95594 14942
14031 59950 79912
177034 193753 100851
73629 133054 42776
127902 167127 105462
162960 169227 112654
49750 20531 81583
66921 111834 6994
80375 85700 66311
176157 51377 72464
185556 175138 98508
162491 93660 179031
134904 153835 131696
60160 130153 81437
4731 170047 61515
182938 11372 57784
31593 198085 126677
190655 10300 155302
181683 159652 151469
111047 181364 177030
38000 60106 63060
166837 41139 54365
97271 21673 29106
121336 112284 16275
162247 126773 97936
148460 152215 34867
51523 149031 114845
41765 85710 72878
144103 70653 183466
5786 199217 131096
28040 13176 35437
52889 110770 103402
92548 196956 160642
140369 125706 43007
85098 189555 93797
8878 77938 161815
16424 84363 120185
53233 53099 89366
72385 7795 36868
5091 142967 137222
16168 110018 74160
127626 180189 113425
48695 24208 157068
181023 86953 23240
133023 171131 124362
173577 182569 19807
162227 77540 116926
7333 95281 173934
197941 128943 52773
159316 157080 25265
101489 16839 177499
121722 186553 85001
139023 190039 58596
