200000 1
55469 174945 141439
22506 75043 2989
31483 158885 50844
169685 117498 13222
105320 18865 10986
186568 183613 76950
43116 58520 185128
51640 76067 47089
120256 71761 58651
108894 48070 71662
99685 133370 152270
100252 12131 22407
175033 135827 100813
31741 80030 167741
144718 78655 104681
171657 150459 184083
96303 123911 56759
145655 93094 62926
191683 14166 160849
22524 76076 31355
110709 186749 142163
107757 93952 135529
70331 187313 23839
184879 72439 170282
125190 78600 28698
47226 135820 133911
156326 52672 184108
152745 103325 5129
116500 181496 97412
36548 10540 58209
38779 137141 86674
36196 92830 59776
28516 21279 11339
1242 71808 155023
74078 192513 26729
177954 172029 156985
126090 39628 188776
175368 5097 154028
149702 148116 128266
176143 21305 85532
18883 174226 45204
38714 165449 184064
154248 162272 31887
122116 198805 48083
164856 75008 129864
169316 116480 39700
40021 167318 46160
117004 28304 179462
193260 50985 47420
90207 111023 14129
192504 185190 190246
49736 161324 28575
75019 56029 159146
29641 35640 164832
167555 184450 178474
180580 78954 38663
55526 114477 106763
190088 115899 35114
69680 24474 7030
162709 56715 117221
182426 169130 43672
156194 24410 74776
182351 91553 142626
162445 123855 144229
44344 115686 16329
47652 13109 147187
167169 84357 903
60036 175737 185198
113748 183856 63640
156004 21997 53956
96810 171834 151934
184571 1864 4329
171443 22875 166718
76605 80932 86676
186618 155823 130017
105337 29567 94656
56110 125687 13556
109667 91962 24108
177646 26390 144456
59623 175773 14619
121236 167636 175282
8662 68625 99349
97654 129183 69580
115780 86692 53220
64465 46086 78962
33169 41929 118424
189955 133500 171975
189677 69909 30724
121477 15643 153581
162613 59396 76478
68513 22110 26448
121936 65073 135843
179842 81253 43548
92458 84577 160720
101257 135029 164098
177118 28729 160490
157753 149366 34936
31691 54275 125207
2862 162355 159990
98151 20014 80515
184604 91613 16441
24578 102731 175516
167102 80136 105475
36773 59601 158999
81925 132397 153049
192343 53529 81833
95521 33383 77252
8986 2658 175694
140224 3254 56209
96225 52878 27333
73793 39999 182673
18846 14308 180241
37399 147337 77465
89143 160268 199674
83917 77761 13059
58257 18518 52938
138686 33335 65580
75934 63731 55761
86546 22687 163956
171297 111098 58978
85363 132881 164033
39316 188645 160787
73145 187018 156028
189075 45457 38401
120894 120041 130066
181563 138242 53130
28721 54194 61812
63958 9628 63440
195823 139854 186775
167950 55083 159421
184966 6793 197493
12702 113564 122938
174709 4435 139979
19815 44418 106038
191751 73792 61081
113666 92242 163237
42616 24584 190053
42978 41767 16638
13330 134279 25272
112568 193790 92796
135052 14334 177567
25894 169723 132767
80965 152976 34155
66293 23075 56616
191898 41990 17010
189507 117088 175456
38211 78796 13835
57071 199872 136913
114323 123570 37974
14124 173494 57355
104176 55787 193266
157760 150744 84385
119906 27793 120325
55771 78239 152809
191504 47903 147576
2626 40874 135616
117560 64886 103800
61376 186171 167812
194673 114585 111478
159965 20856 198232
138893 197616 2600
72885 117355 165027
175129 127305 190086
45874 144195 180369
119219 69202 161614
184437 10321 165457
46563 32481 46976
74501 92876 85141
69846 104236 54498
196098 108045 141205
35040 56977 25021
10367 29460 36940
158027 29839 111390
86496 154433 100281
134748 138251 149974
33304 192795 139168
72027 154829 136699
22172 9037 43463
44438 113536 145829
42453 16932 102905
117656 47157 134513
26882 158354 11782
