200000 1
106265 12888 198040
54763 63649 2934
137307 129995 155933
7500 155043 89748
162677 41550 13287
116119 47089 19757
753 123730 39431
75107 141695 72229
167533 140270 90766
120195 89893 46431
43933 138396 46420
120744 171040 182278
48073 148089 190004
61619 122511 9605
110594 188169 102797
188040 95286 79695
139504 116336 97538
68666 150462 15512
30483 161658 114875
193742 135027 47129
28968 78420 115746
112719 139141 22928
196004 118288 134823
15310 125704 199422
191549 131878 199357
169041 153332 105767
61847 163373 10970
165942 78117 14037
178169 69990 32379
117376 134107 50454
170405 3378 182685
153837 132604 56825
2850 24470 85701
127254 85582 130453
117668 11326 179834
7383 83709 175043
72772 117368 151749
6869 17115 154975
76825 136373 163832
10194 66586 79754
140829 75979 175204
174233 3860 31915
132075 158133 4449
167016 68548 99049
109706 176145 74762
5969 80970 180147
184263 34657 158654
111434 146731 57016
6430 177611 102817
55204 156815 58479
98523 128025 167256
122374 140482 72913
2095 83130 99345
42873 181427 142362
18863 45503 165305
23287 144887 59467
43558 180191 115587
165032 131143 47723
184025 90227 93416
41612 152126 86721
67450 131066 24546
131137 62556 139676
4886 46295 32495
193873 74246 25932
95012 38478 30996
754 37315 51942
78032 180234 156376
68466 195520 146947
147343 141530 34308
116909 83725 11969
121815 23856 152682
103587 82078 141697
33379 113121 118619
169258 127436 45415
139923 121319 160943
75904 113105 73118
49418 104098 1
8329 3471 7825
58807 143698 122289
54751 83402 175219
71269 67359 187232
49613 136553 64824
102202 50450 49719
122352 92793 156569
63253 195865 52448
26555 151338 43476
90207 61319 147979
26547 67856 142954
179336 146577 191147
10050 78947 224
133589 76178 79863
148678 98431 62270
30276 157256 129065
55447 37925 6611
131550 144148 29186
141549 26680 130351
177452 60094 15108
28873 97729 165543
110078 18095 124727
123755 70572 73428
135682 163126 153380
49629 153481 176660
150414 96708 36253
70282 45516 126920
88976 191599 68019
138763 10252 112213
44034 171251 25406
72987 124488 114723
194647 18732 44186
160711 34141 163873
154082 173469 19044
117713 51025 48703
75349 63980 80768
18466 126924 49586
148489 68195 180950
177182 41114 167475
167258 65969 96721
161958 89706 52736
144460 31975 124255
134953 145553 60058
82360 79676 35188
86226 50056 160262
8368 163722 21190
95766 167530 45644
74731 99726 161170
19836 134839 12411
118274 189419 146582
81401 28564 45027
88757 137192 26965
77450 120841 128985
25753 86253 1046
189725 145985 169270
88463 126986 163877
9473 72653 120409
151498 21681 135633
130490 37858 199776
157517 152759 6188
182965 82838 9779
19214 129495 166671
94462 92263 131450
66864 148014 85459
195222 30900 189537
47500 199488 55448
126627 38402 109595
137083 134194 164930
133850 83192 49372
141036 64014 98999
2269 3363 82782
90495 135618 191074
29660 174963 38749
66832 171041 8435
55064 119292 50523
123328 49120 27357
110721 85622 188893
82203 97434 46167
94338 142910 108779
58458 144845 179548
109087 133523 151572
10488 83419 128939
99789 149977 51176
145473 126858 184839
108072 115481 137212
134410 194820 137527
176299 149247 74090
136083 74648 152967
7607 146395 103182
81829 126263 79046
165957 178657 82442
61284 142392 69510
24175 125097 63938
194253 188500 101792
89864 14255 117921
141443 75050 195821
120070 76500 101139
109719 108796 51213
137067 44251 4297
158859 89009 189220
82993 135213 177848
83873 177553 26520
36326 111318 38170
2777 127308 178965
39793 48517 35051
177757 161331 156361
163124 144080 128045
145991 9213 170920
137238 5806 171684
80700 147780 40105
191123 83067 80667
45781 33093 117959
158069 27063 24990
173575 11172 110656
119119 74695 150398
90214 171365 116890
59385 111347 12304
32301 127988 155097
15765 176550 8622
58848 113310 141258
134872 91378 37940
176556 39894 42684
175652 171145 49732
78192 36593 159874
58044 61124 30275
104204 190954 142002
48009 97184 38937
165899 89311 95592
133766 189181 181493
55821 196498 36420
44595 192733 22727
60161 132265 85735
1762 95659 144965
192675 112686 179707
12136 121649 108710
17024 64271 154984
195939 23904 20970
64741 42783 143519
57838 46156 87760
46075 181523 113811
30041 11374 29213
6391 173447 120123
80362 1184 135388
33892 51831 50642
138019 140964 12313
55618 144966 81303
155701 50014 85413
71011 163194 24142
139975 44501 19093
191930 168381 199228
165346 188150 61955
188800 129246 9838
119632 166865 107595
113554 192398 35827
96643 21786 145103
141503 127588 14110
76672 72297 16756
10175 43033 198789
131170 174331 25635
48589 3981 123397
119013 30318 45641
151468 181056 1083
118846 81225 14487
97326 47961 73740
73189 80498 41218
