200000 1
88981 69133 182999
180615 108194 171753
161066 47646 122236
181519 125686 90717
94680 92722 89468
166308 196000 102788
168401 116043 156012
12003 84205 115468
47391 102945 27827
70374 199068 10039
129093 3934 157196
28957 128611 96729
72910 72800 162056
129270 97771 77405
111914 66170 171018
3171 147599 27328
175164 88435 17353
179435 64097 49748
17572 91717 68305
108632 29478 59839
40020 27295 197634
64433 174165 66681
167291 14948 97616
58785 54043 188434
84456 154218 147521
162578 25945 167849
126476 182524 188210
56885 191909 123766
171418 37337 121107
121231 28229 111937
1850 57906 162342
87056 159287 106472
55490 184303 188612
60527 80044 31133
532 72171 58648
179908 196744 92710
41971 138292 19297
27414 173924 188828
87969 70540 85364
46734 183756 63660
50321 194090 136569
166295 8514 194201
104991 151802 72681
129099 4409 17080
151006 45465 3030
92945 7514 64562
183417 68314 121891
10646 189058 52997
42784 137411 51912
96513 17346 97604
157502 176592 110735
155672 189918 171730
11540 111791 107674
166393 139343 104875
26252 198851 189595
25902 57729 179356
135165 111842 85785
193996 87381 47750
106313 150423 71026
141696 148384 14943
179036 137376 145939
121753 111275 190960
164815 83184 135554
177326 137393 108952
96032 194415 35349
170573 88292 20231
144394 68725 188280
33942 3815 165444
146600 102674 101739
27008 155605 117352
154102 73098 23426
71416 14777 191841
168880 160401 43043
118512 144084 32048
91457 10003 118539
97727 116379 36395
145211 32943 86538
80598 21686 151932
9303 193078 101506
153018 89538 77791
38739 2545 192108
155628 54672 121192
178953 39193 85011
11401 130404 149563
178376 125661 5014
123218 110198 121490
101512 160543 78954
171961 136884 55227
26401 47159 139350
56269 72383 81495
69822 33455 56886
139026 110441 84189
6609 112773 37433
122401 18557 36564
116988 149292 112547
87567 100663 132316
58799 181707 141324
88452 145608 142502
50035 130364 29726
160421 146580 14135
88410 132622 172378
93396 75699 61290
190807 58820 195604
31420 134963 103787
70461 107924 26675
129975 74388 129340
24291 65833 87346
115468 169035 170675
135573 62242 61474
85339 42048 144826
161730 41040 118822
195916 154063 35214
8809 54268 102709
14756 105483 22401
81390 139550 22555
9945 43319 134777
70635 123559 84600
37162 33611 135790
85609 44216 70719
43464 91957 135727
96074 7273 109625
41917 49749 120734
163364 28547 55488
69119 73919 72047
74788 51142 114948
156273 119229 9710
107025 135268 180361
26131 169099 113974
14418 103044 36391
828 146841 42426
28455 163264 129289
186768 140557 18687
125376 176167 123887
107947 71806 184928
37754 133052 169196
99356 63802 174281
156153 35509 70504
188759 181441 79549
75580 175548 10014
160412 172807 180625
156882 192754 35231
154761 185526 99758
41334 92839 111758
110669 128105 142418
157568 108579 123171
106731 62707 47760
196009 5217 127016
89431 8150 189195
20498 156174 21694
40046 12620 91711
7998 170318 98073
163005 172354 193721
168568 184120 141888
138816 175704 6938
118902 140309 100750
48285 92386 128919
132058 46821 7156
21749 86762 186684
59464 155161 84916
145370 95211 126500
30035 21402 107111
4295 79000 4227
129953 641 159609
148494 99347 115229
174560 106717 95592
48756 138742 134348
6913 23280 20808
126242 92622 87933
175040 197106 102529
66097 133978 154291
