200000 1
192492 13912 175593
139073 169039 64152
16076 15614 89159
127799 172870 132670
86593 97335 6205
95674 182249 69608
2456 131085 40703
123357 160574 146641
34622 6364 146034
81904 180123 191083
137502 155992 61105
128896 107949 127834
148535 168901 66828
69030 6514 56567
77265 90557 48708
154189 176638 131726
152123 167790 11921
25422 69818 70048
69510 54297 54172
186090 133088 190050
48911 74260 10309
76626 151553 109373
64387 144841 22558
183530 19391 150092
141658 89269 22317
115851 163283 81312
187671 144234 135150
32829 16200 146239
174766 59021 174927
79452 145406 42273
71340 138712 92019
174478 19624 57010
134931 217 172848
171519 96590 165459
34997 111794 157136
106993 104076 94937
115906 64471 108244
31823 147793 9036
63329 42387 117996
93454 33953 74090
81119 116547 57088
144909 161108 176673
124783 149529 147690
199630 26644 125016
59887 142618 52282
1392 135267 165799
198445 147617 175729
131816 102227 58778
20179 105754 22214
26238 179724 87346
38431 86023 189476
3394 10185 167396
30631 92095 147306
134037 155867 84440
191276 21034 36138
164860 182373 54635
87353 184070 149866
60694 159198 131693
170884 38565 136230
46669 73554 18916
190669 145901 149772
38433 140833 187720
101423 5910 145534
170277 115391 61188
14699 55280 69076
111711 146226 18748
153018 90650 143895
140808 157016 16065
179560 196492 71559
177225 39966 58590
160802 128974 133206
114613 101577 190223
64966 31166 99691
147505 176817 131717
180884 101839 92896
162259 146689 82531
73400 3268 87045
118339 120825 146372
112113 52409 161178
190304 114860 146547
145759 134619 169241
154101 92482 84272
113703 28266 165993
57389 84407 140786
41005 148606 87532
103705 111194 14304
157057 107136 184498
45683 49167 186903
187606 4588 67140
10098 39438 4263
177728 24981 55258
123381 23457 58006
175388 107105 46629
94886 11690 182171
17 165577 199430
183785 104411 109604
14158 161819 63445
148131 72508 142353
45653 77304 67035
167099 68392 17270
120751 48790 12184
114204 123024 23837
120148 3838 13886
19795 103158 50434
193578 78095 182515
31394 37556 141589
132682 36154 146323
187368 106675 8507
4016 190916 75756
28170 25140 124174
189337 96199 136193
166442 72843 116120
104156 131760 153672
191921 156574 119196
167545 153795 178732
64732 168042 38733
50309 134163 122059
140656 135615 19413
24532 15626 150968
100873 197439 120464
32944 178919 5498
54703 44707 198350
131934 15675 45196
194942 45686 155732
54007 178091 131611
150021 116695 55131
28650 137713 162635
75531 135932 118160
37011 39579 27059
139083 50602 69203
170448 84170 50012
196119 199358 147768
59908 142325 128197
16777 231 142793
64135 137379 139298
25347 133737 154113
194727 132020 87321
101299 187867 182866
117095 180761 22659
199881 88938 13472
16677 7832 52273
149776 174228 100421
66997 91273 70757
165016 55918 89099
190441 79963 151764
95479 188511 156277
34430 90192 8491
33171 158562 199414
42596 25404 100231
121577 48776 75063
61025 92426 190779
186751 9972 164950
79734 98359 171150
94460 133469 74722
193013 37013 79994
7952 84623 126368
54233 96138 172334
54326 46314 154249
67474 44110 122573
61319 42721 107081
172817 63728 93229
109177 66813 172162
124220 196818 70809
79970 122392 182151
187850 44905 178256
148995 196258 135457
192839 81086 113667
7738 196768 153934
195588 186927 69083
122989 20455 164349
108338 97262 187632
104938 74533 126803
165043 102465 20627
51396 65305 78504
148845 150593 133701
143352 105110 27531
16808 118683 90110
