200000 1
153300 139056 35943
161590 149033 116505
2003 25133 37922
80965 166239 77980
98533 26823 59643
98929 156361 79520
132939 43801 163119
109373 4910 39454
15579 27381 67856
165837 105672 118369
194242 34975 152899
129222 181254 85001
51519 2448 137666
5515 100107 149130
181973 89140 35035
1473 12333 2922
16473 155692 51760
186641 199862 176774
98925 36365 110005
84609 120935 137293
199785 115872 181301
131226 169968 178563
199437 120928 131662
141517 18361 192256
98293 182655 185584
100057 181341 92015
6599 139617 193121
162577 55785 106703
179535 199198 127420
38189 179106 128693
122817 165700 131437
31117 122172 15560
180971 178644 63991
165830 140707 163780
76942 73409 12206
10592 43254 96632
20364 166004 61245
20589 88199 197512
96664 121994 6946
175880 192092 143083
193879 64340 116461
190167 14065 129390
113415 41046 70405
20663 179188 71791
157052 114504 120162
158516 178568 157794
148469 64728 174868
151359 195330 104336
144228 106854 62139
26326 14959 58515
38980 74503 61324
57134 17612 140700
4396 173827 157203
163585 96077 168557
30084 75351 194283
187270 109335 134175
62818 68916 43079
61645 199749 67870
7157 75838 22637
145284 137382 186343
155287 176461 630
83410 39293 108945
149806 130479 195472
187738 124480 89089
159773 129380 33596
36490 183706 102772
7778 9633 98896
2825 118378 33849
95061 187086 39541
26221 124354 186868
91652 6856 131946
104175 117992 167197
124189 47967 185855
150000 6232 141375
133570 23321 115675
29619 101055 175097
135391 90414 18167
145764 177602 91968
102565 166026 62561
32514 110133 126683
148791 177613 25722
62794 167973 178214
139909 59918 32120
49276 177295 400
33002 12948 37925
100993 22118 1437
119690 38812 156318
107236 135441 132516
31525 122070 140564
78747 176810 135697
22420 173096 141454
174711 170432 10981
163431 131753 183846
50166 86742 70577
181704 141159 190216
12603 120098 164895
26570 102498 6902
174197 14287 160425
160276 17486 87174
112608 154939 112608
146235 47701 113506
118529 65721 198758
65905 13971 76167
163803 13457 105140
139718 171992 263
126975 19643 177877
139824 74986 48007
80898 87592 131241
144411 59200 114881
88013 1017 194467
169877 37000 22019
174844 150661 82763
139838 90338 8687
63526 187288 100733
22425 164386 70073
169465 125486 165225
117438 20818 128108
73727 182524 115345
95985 4973 40165
107394 27816 140813
104673 99942 56662
99261 61068 96330
58027 25951 142917
165773 147511 183687
172311 40370 128842
126375 194987 93526
17373 45612 195924
173123 83680 172385
83645 178316 155173
196716 17792 12643
88141 8073 150865
110149 92841 28395
157212 106057 132419
46534 94894 79325
128944 17067 3129
186890 154646 165424
178641 20286 167683
68524 139420 16368
29216 67399 30280
105155 75309 164093
103450 175936 77184
176698 108205 190539
176855 186963 127163
147979 125938 64609
80820 105379 24536
38413 42759 146970
103455 98627 177935
34893 160747 62566
12246 44092 106728
20280 108496 178442
63248 158540 129538
72076 43868 166684
186088 135074 199949
21231 169067 5128
77107 47587 39376
111649 44939 135886
120632 24168 179812
152391 123518 12097
164569 37374 78710
60553 29436 139657
139883 36324 190217
102452 81262 188194
97880 149584 148082
6577 54516 41051
13141 101291 177562
67603 79840 109528
120250 184336 108096
120060 82233 26321
64358 120337 121012
106928 39033 109713
132140 110194 135069
131105 146895 140599
105984 92076 180276
104571 17822 65144
189999 186987 3463
116282 184572 25883
185833 121681 74423
96004 89652 21563
179590 92657 152506
76564 76484 98505
135515 144660 47001
23991 103712 34440
