200000 1
155531 151147 50663
156476 168697 71384
42986 50961 112725
43230 13923 88834
26920 148392 19063
7354 94726 55876
56737 132728 142645
122856 112942 104982
87141 195761 21689
108390 103882 49206
177778 84644 114098
169828 103600 28068
65257 154248 43733
166715 179606 106982
154017 127543 74135
140512 164506 74501
180358 65582 10996
38180 18556 195279
89093 100048 116588
128090 9951 168211
154535 174884 154880
21408 134155 92904
101738 112147 129017
36270 18606 168806
143024 102379 40994
133130 28886 33066
112579 88478 70025
70023 149496 78679
85960 151683 4354
52703 30893 35600
139506 159764 141668
5355 111792 93055
167048 50351 55241
35869 160033 112529
122294 72790 42706
160707 70212 69624
25282 143790 199074
123060 124483 81192
148887 40963 174430
98804 109736 186330
168094 151939 19699
25345 15012 119243
198381 79551 848
195221 191755 176190
12050 136045 151143
192679 131798 106102
137986 88104 114289
162956 60895 177341
114843 27822 1191
28293 130472 42401
164296 180065 129929
99917 74389 136625
180060 91399 16795
17876 151277 190148
114904 159947 106083
33706 125725 168178
78585 173817 96237
147922 88757 69465
92353 121541 147655
83055 38888 177049
99312 29445 64709
106061 36560 19096
142839 2610 96382
75662 55337 158848
193991 120044 7245
60407 8530 78652
54211 97011 23953
193403 27855 38462
71388 5678 129773
190210 25481 72444
7739 193832 115401
112909 13580 196078
1925 183374 130831
95444 25351 32914
12843 71602 117422
107194 168272 187561
10580 29259 151771
104383 159582 69687
7389 71923 35147
58470 32461 167878
38433 22952 185787
115023 65373 82148
13778 194443 43176
109904 81139 182240
50670 178980 104087
52087 12183 136145
192782 86940 136910
184966 109109 108879
32899 47617 197785
68863 183068 53688
172085 132869 83590
137946 139650 173868
192623 104064 46825
162652 24317 121618
61997 52394 24345
148544 178251 87377
96429 66466 31281
61247 75851 159511
185807 52009 57488
186477 42434 64790
123177 136807 63705
44346 14616 139778
35494 125093 54388
56394 149848 89748
160965 187730 144907
1339 196531 125386
199679 60159 18062
178925 178301 45157
57020 56162 61359
151618 119983 27049
192596 108375 54055
152342 107684 130784
171595 140954 63023
145225 22492 55256
42409 33742 192968
119853 162939 18400
144143 198009 153204
55036 62731 4111
81291 25221 187770
159216 47414 70461
115150 180353 178150
78407 118669 15112
20411 34143 78470
30482 35908 169233
136917 106099 70318
52903 191027 87932
149540 65850 170293
194199 187862 106740
151614 49680 87926
160121 120782 123748
179679 198841 141008
80207 169311 10047
110978 75097 181095
82156 82544 36216
188484 45052 137760
100110 195470 127755
68007 152079 47593
150016 194088 100019
172502 64292 75246
63086 109332 192689
120597 189299 169893
38762 54985 176652
77004 110355 117828
89887 187875 4427
48242 197 42245
59219 7011 129533
76354 38378 143081
131154 27564 179249
88020 2759 92466
178339 66119 163070
183460 43720 21991
180469 13792 102269
161931 110523 150676
142197 81094 138825
117129 77713 115847
49929 141679 76422
176510 182816 119316
159115 144754 8280
182095 78115 6738
119763 177419 54567
199677 48760 166172
29486 7834 87457
108626 17761 181970
104855 196964 62200
50627 144324 156053
119366 66513 105824
151896 9515 149966
95739 151980 9939
170147 12805 144039
170450 177702 135309
73000 104035 2960
27691 85204 51407
163851 5692 104956
148406 16748 188320
147744 172009 164769
27623 196044 129031
151421 190697 197820
59832 157747 16979
160122 122975 101451
88435 65478 60499
51313 131151 167057
166051 123788 80222
173193 8100 168213
150220 20595 147405
105998 147373 164003
132292 160201 35836
115457 113116 72585
6241 163523 61708
197077 108742 5275
18705 107449 6244
125571 31269 167473
166306 190632 188907
27979 180313 24484
151692 183855 76688
126611 41890 67732
149377 80338 30787
26400 75240 35236
40921 137595 75129
155415 189940 136636
192218 166580 60203
86119 19828 159687
91115 32493 95767
18070 123643 7603
696 140668 41534
171990 43774 164851
32957 98520 105061
21055 11992 147776
34676 97950 60948
184807 28743 110356
117986 108301 3418
133673 6252 20973
49056 65609 160006
1866 102479 46992
92299 181339 117487
6427 4953 38212
69041 158383 3502
56196 165785 36115
21574 161748 59487
21944 31296 129676
59539 6464 116708
136794 174500 195908
46119 44362 37345
157946 124609 14864
110535 87726 144897
101320 58931 32972
198519 125389 129264
41747 51709 182039
116497 179306 157406
4624 161541 80405
179335 95662 48322
171145 152405 140524
27697 83044 135509
192939 76892 13639
120067 28606 123347
38644 197035 68694
168777 1614 106238
146876 190841 139404
168090 13518 118810
98751 140000 14880
165067 127321 15538
169941 53277 25740
88143 120559 36690
185616 173907 62481
182542 136949 49738
194444 129481 191985
195995 184562 626
173551 184295 94196
77567 165204 19104
55820 147261 112036
80283 38313 140915
35256 154365 138832
71836 45158 36556
25390 97212 140173
80565 40484 97488
196097 134453 116080
138648 32285 137127
142158 172613 136213
52469 146099 143488
145559 116976 40411
97045 148906 93195
116149 41115 12326
184837 39209 46909
193948 106000 186780
33946 88702 106896
131172 36605 109609
25127 49111 39104
34554 115125 196411
169726 21257 34255
120135 7277 158598
104952 19212 17793
97109 46528 128960
70045 170428 199009
154876 130796 1638
41314 148698 131707
53569 137811 70006
85670 169162 138272
37260 93755 111027
79507 3731 145253
14929 199438 133541
122555 87522 107939
156200 114139 135318
62573 104646 168185
118538 19539 111701
180664 46837 114565
102822 28941 95159
168995 58630 108143
21221 88450 147665
102561 5686 193631
141972 118481 32447
131466 162659 33090
195582 38524 168801
91608 155668 120264
62899 147434 72408
148133 126126 61801
106247 171235 123469
56793 99392 192347
199010 10455 31595
61432 25401 165982
74668 16791 60512
78922 74540 156592
158840 151450 199200
58646 191891 147929
17027 154106 105186
38286 56713 133729
85896 148340 9633
128087 157391 10645
26459 101740 37532
89927 50952 9094
111992 197159 16854
