200000 1
66744 33973 171359
25860 37189 153831
64099 119807 51104
5011 152494 141275
197813 48069 80622
159340 109156 188627
163004 171353 170703
75097 154984 193622
166770 197199 2285
115635 50756 8785
19064 164736 128215
125415 120384 90132
147583 190026 31230
174443 115245 95379
90885 82765 76601
14886 2334 104678
50426 190063 66305
150377 181418 144777
130 163993 159093
7261 194220 81885
2905 95673 85208
133609 139331 12773
72069 172222 176974
59517 149586 49354
63443 150111 118243
195387 15233 124056
152946 168340 147331
30792 105850 126846
17062 192027 22147
162207 88685 177426
4753 14453 181079
14045 91020 16907
58409 89510 47130
49581 151824 14597
9508 9080 164425
137734 197042 195072
36090 158136 151496
98530 54067 161122
168460 41080 131611
50197 118420 132080
29324 86028 62126
126819 190942 45465
142606 119629 115342
196217 19100 101291
3569 115097 69934
134536 127964 11740
37311 87504 10147
105256 61682 105922
60397 40921 92776
94189 167221 27035
114610 193563 92315
47001 35200 142534
170801 182596 72318
8487 28786 6792
15081 103430 117239
65783 111279 42057
198458 191061 116048
28346 70300 102036
164483 167146 118007
94110 92582 197914
19200 97027 131967
16369 53692 28336
66224 92704 127262
169798 82577 176332
117547 169480 56493
44887 45851 21196
126683 19330 155243
166147 8983 100143
197444 93596 74170
14710 70082 131737
175263 20968 189921
141 37601 166804
136771 178362 194120
3720 155514 29450
151256 122027 142591
114606 114713 181516
12683 90521 887
123799 80972 14862
154520 111013 28807
196337 10664 118824
31546 111027 62568
50209 9985 31446
182848 80813 20858
64639 100725 89593
141483 2625 160701
194200 68643 126101
76582 57566 43929
93589 75756 188049
184334 176891 34582
56101 10361 74938
52408 125265 47461
102603 124916 187647
192627 28252 164437
67644 149453 88502
37143 138845 25054
131424 68470 144086
175066 72027 68314
41178 114408 59963
106434 74141 77511
2625 132380 128678
58086 119089 169670
14930 140755 169530
71272 131305 142559
172724 105807 105600
169054 77465 111227
183290 154583 58596
2643 99674 170216
28247 21047 195445
29302 176266 179161
113674 126333 78505
151841 94282 184484
18602 72638 41559
169319 169662 163714
166466 65295 78203
177920 19985 83730
89927 139404 136373
40739 186414 74902
21596 117652 84682
127557 45384 77300
17903 129290 26786
163827 112147 158710
