200000 1
28983 144994 87901
33594 31004 199897
31155 172147 6797
23127 94058 96223
70793 52688 33235
119253 65843 53152
108481 181782 1216
66133 186017 12039
38551 195736 175863
25982 70480 126738
163515 102109 1583
132047 58896 168657
101071 28512 9269
102823 32614 99050
91555 126798 60967
102906 157195 168280
92324 104075 44985
74624 44588 114407
87329 177901 162164
8915 53288 50234
194320 170175 176754
185256 27414 149894
46340 88000 55012
52815 34236 163796
34793 135778 179084
117680 111641 153859
159383 67083 6595
15401 94684 124355
110807 150551 145844
46170 115562 156251
118305 170196 113887
109914 90268 13475
107476 136068 66903
78188 41214 195275
49086 119711 160133
187878 78546 87571
147546 28814 185570
133537 159499 152209
18894 111217 134465
145776 57234 77998
10961 93018 154883
105224 110469 5609
140486 98000 53088
102355 142643 66578
185923 182285 165733
55631 104929 94608
27623 63168 144176
89546 149640 107612
189885 44492 134006
182712 15636 133124
118381 91655 132798
19394 59494 58729
117278 53436 138788
34481 88467 176961
22139 145642 25687
121797 173732 89813
78385 166594 177050
191714 56788 40004
114698 129004 131847
82457 199765 176895
8510 86531 102471
65928 57483 146123
13823 18773 118171
106199 161359 196482
184725 64292 855
90279 49133 166162
71178 43943 20321
165667 145702 32188
174797 63113 154358
15487 10159 183638
53866 165993 178406
67844 12912 186378
180441 58521 3987
193935 130183 981
149041 18976 115894
31421 74562 41289
54053 3896 15258
195544 5352 188107
63492 102544 194271
86223 188593 142805
98732 50634 134456
97822 92041 171765
183579 154430 176749
65851 168465 116620
146564 64054 11674
94660 48478 192593
143061 87216 120878
45027 34040 9164
164704 125343 134957
68417 31645 135707
82789 76906 37999
62288 143803 91312
193414 47788 187551
156833 101241 33488
97813 197682 37500
148711 22383 43221
5265 42496 56539
184790 172585 126382
125721 171597 9187
147397 3432 51418
61821 69250 176271
49639 2145 52528
9227 36478 180400
34516 37820 167771
37549 853 126313
52221 182998 135766
112517 85452 192049
177602 178559 101044
117031 159775 175060
88463 111485 63898
39538 124924 98995
69625 186568 178371
109998 130565 46015
94324 140299 96635
107778 35858 8130
18572 45993 81381
28931 54573 598
179328 6198 89078
19478 84436 4523
127808 94202 113847
190561 145914 92422
79733 138610 123974
170818 26630 121276
20784 136015 55189
87836 86546 122939
174699 164596 15722
40996 116717 186434
14478 187388 29406
145218 26586 28772
38652 67633 153374
11223 46671 199946
137355 108438 69229
10589 45239 63533
78603 62047 88992
78403 123376 188255
19990 152564 172384
117573 173006 187779
38506 63538 137260
3703 199766 98897
126689 138537 191508
178123 61828 5588
60477 197343 169215
133382 172549 41323
81354 118731 1126
172126 107390 110091
172955 28443 64983
35644 7555 36475
109248 120559 141299
125166 133856 13782
143282 43099 83631
57534 66260 179917
51443 63529 146519
98662 9361 167587
143342 75029 173831
105329 148222 28719
74133 26255 24944
86183 54901 68509
89976 46076 56217
166469 94277 173805
69208 124662 146523
164138 51761 138099
126580 22343 142308
48012 23534 184469
86202 172658 51189
161645 27241 11216
126862 42858 94308
16358 25727 66420
2882 97177 163483
161599 27652 157091
106977 68571 169751
15512 67261 72982
65895 113344 175786
55502 17445 164952
3193 3149 87737
107912 135852 144201
174784 112699 45246
60891 63987 64412
57123 160311 125447
76746 162321 33625
22320 70305 67701
72569 144529 142364
50398 48717 82750
145019 173490 128212
173375 172357 181228
163728 187302 129669
1466 101636 11996
66800 147859 21830
149856 46204 9408
92354 24021 89028
123675 47633 178205
149881 168442 118141
157444 146141 69582
111042 150916 184262
25842 43178 20863
191093 104235 169478
73599 147387 66930
66512 69592 150328
148085 63107 194878
91004 184683 100845
66544 146603 54859
114178 133495 7048
164860 175057 61591
170417 19264 128256
121036 58884 183412
106871 133572 44193
189862 41929 67463
117194 149551 93195
166590 68761 111627
19706 169381 139762
14986 191584 20556
36086 183612 180572
153483 100544 34861
190193 136383 68326
174075 109516 67682
69440 51628 47168
38214 4557 99126
177669 2871 1772
64326 188865 89287
31506 173253 194115
32668 41174 106757
33790 8626 103856
32955 196212 22647
132943 177803 87730
50695 34096 11765
151800 155733 72414
22157 922 23983
189035 89860 102748
128318 60528 153316
54853 151557 97509
136915 1000 130924
67363 53940 43403
124369 21866 98991
132502 173670 159665
10763 26580 168364
91558 142305 154319
194772 89397 125363
160106 8479 94127
14434 95378 185771
190434 116047 125683
173418 355 166989
20578 89428 94541
71194 104855 137830
192290 78532 51524
106591 111820 43289
73946 56106 52726
159384 100184 90139
189666 183172 188304
27576 41795 46902
6334 153157 190872
166332 42186 99974
107285 113940 175780
28871 161566 84543
119467 124556 118816
24662 69091 31653
130335 183098 39692
57783 60017 174994
61943 20194 167548
27512 143575 70835
120798 115963 194838
1017 78419 118667
17117 35054 126231
154927 42459 76400
24230 173530 41871
32998 77975 93705
25216 13331 87648
170363 128420 121558
9955 165151 118275
175819 58514 23592
139238 21496 56835
145084 9895 157028
51922 3405 56895
195728 106459 162436
72073 33984 88812
52728 133082 186198
129029 140137 191569
69372 177413 91259
51779 133777 30538
522 177777 112617
101169 29816 11334
73104 9446 156138
147215 178833 176841
57711 82465 24539
178549 89664 194539
151262 191442 78958
188611 28387 99158
125606 29791 186920
3 41414 156427
190848 125087 93795
158147 186285 81374
101899 130912 125389
94412 64590 118262
24551 162146 181736
90841 121684 9486
186385 153114 119176
169631 76190 103031
131631 18480 197912
187649 17341 47060
174185 169281 22549
99359 50425 57692
152755 82013 139985
48228 23437 156571
163353 144778 153841
158276 86311 142065
186957 160447 38640
159649 188009 177105
95884 145770 183194
117941 10283 23812
64888 45995 18513
11416 95606 148068
125823 36374 69516
34933 20682 139681
186324 119349 141075
193759 190361 47167
78288 143876 166212
1958 55946 5846
128085 51187 187153
36263 188791 128849
175143 67048 142464
19116 21999 173168
69142 94586 94762
11490 173877 39046
52807 114679 197948
93312 14846 166651
116315 187615 80121
195970 115191 25034
162557 167014 130677
89423 7102 58436
14815 178102 184604
25892 128420 122444
19859 113771 176297
177326 89777 54490
134905 159125 47343
126751 155808 72312
23494 112697 127124
105753 8926 32903
183393 37329 111697
194448 137935 6651
194055 92679 127987
113637 69514 38555
166176 146558 28061
112159 139864 68738
173053 16905 138820
1768 199096 92769
5116 195314 123249
67756 185310 29626
26993 85621 15875
121431 11376 71270
13061 37186 88106
33714 43720 113937
147710 49790 193325
194785 27509 49977
101239 186754 166501
91375 21113 144690
148099 162203 59392
183619 179660 93796
139763 64264 98431
106056 106456 6987
123433 50496 140792
23731 41595 184951
192406 20265 104980
67493 198088 148554
120582 34530 47186
101094 176582 74941
181202 166138 54723
196592 21615 11802
174547 101814 18828
57809 52466 89859
193186 80463 125735
145099 140978 161002
153062 50674 45474
91593 183685 117463
173442 77438 152030
185413 35830 127526
199334 131145 77137
13896 40452 157062
185408 86172 68420
