200000 1
40839 91458 192805
51859 79400 198880
10951 20192 136713
99930 106177 188678
154408 100795 77271
684 164459 115532
100191 77168 144184
83511 112637 63331
41546 61744 145220
116806 53924 147055
190391 34178 199116
128881 97950 28297
182103 12864 199633
61804 65151 153213
114605 82709 8650
168132 149872 188236
55850 47238 50467
86999 22955 16747
60219 186790 17656
161162 33857 156995
153832 145568 138910
122300 69396 106415
50406 178224 130203
114010 197981 99073
91833 182698 134057
113710 135143 195709
194230 3442 139831
32886 58514 106779
50024 33795 161000
63311 171537 155913
59237 111529 9105
128749 67180 77608
155111 74118 41215
20909 36223 140042
30149 193232 199023
127595 134841 92347
100592 127377 131925
24675 62302 58037
23042 196454 6038
69075 158022 132713
55823 83329 38669
129589 130715 86141
162968 26920 111433
110222 18655 63369
50297 172851 98190
185050 160932 18201
56912 145233 114768
179225 159378 58862
58865 55428 198203
65615 163300 10045
64020 40224 141549
62118 152875 95406
17200 183504 43066
145486 54026 23838
95955 47761 189032
166511 176120 2525
164875 13046 198832
63170 138689 178737
149706 147490 117507
172648 76485 51218
67651 66513 178051
70249 178360 106924
158165 178895 144901
42971 171552 192736
179020 32447 15318
18023 27994 121666
36843 147541 10035
106613 127190 37340
194152 81756 50127
79576 100566 41322
137635 178866 55121
106953 181171 77405
107438 103495 1107
56846 23128 170968
82006 154658 175140
78937 101765 114294
10758 37020 107847
101596 23757 89986
169683 192162 178098
65212 109784 101757
123974 89335 161936
48226 103778 195035
118379 19696 28800
162051 138234 47046
196849 92726 60115
72589 43972 74266
90210 65159 33553
24061 73656 67687
173792 147318 91573
8966 50848 64691
138303 17703 16749
185537 86558 48181
67168 40084 170395
30972 198180 197275
31438 39114 83286
32936 13561 33029
104512 49260 111210
173078 72699 110279
84339 132271 11923
145772 19352 92395
4707 60253 74438
98760 89939 197869
24637 80722 61417
66200 60422 170557
61264 34178 86358
158958 174874 23808
44154 87345 144860
192719 42768 124624
125482 155961 31294
56731 34171 177335
77525 15176 89586
38411 164292 118264
37044 191007 41890
148307 192805 164295
63812 71188 120111
109709 162158 157387
67202 68881 126057
175971 66756 153187
46587 55443 41944
25208 103901 184734
103373 27307 91062
121391 42565 187201
35055 17088 186035
161576 31899 110086
40345 7052 118192
39615 89876 59159
135878 27419 80196
62073 125496 189207
102650 197583 9018
153461 173920 96153
101208 151262 98577
109540 133823 157671
179437 152210 55547
20361 28117 29372
32285 193736 153182
165013 128445 144842
147777 77554 17046
123246 36449 35766
43067 133973 193009
10133 193728 88727
147152 12171 111473
182492 134895 105146
102488 7107 73678
15908 38933 157601
112935 179132 75378
138104 71469 155135
119545 48781 187899
