200000 1
135773 176781 181419
125213 24445 129063
17428 80910 90420
176699 24619 155684
178993 54306 38364
129660 86354 162019
120016 134883 109629
178267 125045 94392
19753 55643 111557
73724 14218 80777
119242 177805 157429
86003 25020 980
1505 187500 124451
134984 51369 145126
48387 44130 42169
54368 138724 139684
139559 85451 114996
194354 183220 10950
124016 131191 89701
34284 183380 171095
24180 4843 93939
61430 4849 65783
182885 105120 71064
104836 119983 103193
73643 34755 163936
101415 122788 72069
169008 195572 90093
106870 61404 53719
54629 93511 12149
192365 137811 184062
16590 5894 61378
434 133502 167742
161397 55404 101553
58080 166658 48750
177918 133035 106932
120357 59579 20347
142361 78887 53072
95092 178423 185572
149836 163641 36575
35101 121017 80315
179082 182190 160592
199845 153974 110314
39006 97094 127714
4930 73179 158316
178522 182773 81452
77039 83525 148239
3504 173732 156760
161793 65031 158841
123354 158257 108260
71086 23272 106080
37799 133931 3936
56035 96994 184528
180381 192919 121138
26920 163236 93737
92350 30702 116245
49484 110033 120223
99255 103324 22869
30624 15743 187384
116149 131843 181332
187527 191417 146769
52909 115830 99465
122960 28734 52314
67390 48318 178108
17038 190271 197141
34468 70809 39499
188273 138405 196507
117296 163893 190569
197266 66056 74007
183306 65402 106841
5105 144505 1545
134564 8253 116343
145057 105721 22596
20585 86542 72623
117464 16128 74352
94318 116971 121412
153198 111607 103881
164108 111498 58827
80584 125374 97438
48076 5011 115629
188642 161127 149011
175671 159332 121321
57273 127929 113695
72019 17611 172111
56395 56110 185103
96134 101327 65862
6798 30837 2177
26819 88488 4551
14239 104688 65642
148017 183554 133727
146798 96823 65617
109133 99071 167665
107963 72468 129233
86268 183858 88306
139273 35269 199323
90579 82916 137771
189090 33214 65137
180105 127762 19067
174473 6244 123564
185973 80301 101138
57019 172370 163448
7164 82521 69175
124344 40152 36051
57543 16302 1091
118706 92727 106513
46009 162362 88676
129120 72870 150299
163233 56446 124251
134361 14032 50091
109880 58988 9022
168464 48532 30737
134098 185584 78071
99942 128772 199281
153008 14372 82819
176755 8422 96003
89584 163673 156979
67892 167030 42770
178991 128853 137326
149203 184482 76990
196381 133456 85870
12330 146124 185914
91733 92214 50302
87596 199820 93326
90190 73640 171971
81779 21228 23573
69986 99195 26992
38549 61802 77632
168315 121207 25616
12418 133305 146002
136536 125145 78336
8081 145280 35875
78770 96337 174577
56580 45209 55069
122569 170501 5035
101547 124756 89346
117330 85004 45637
139126 13937 104803
14233 112180 38702
74962 95530 66090
111108 55677 81639
164365 184487 180434
135677 56540 62791
81202 6983 198185
151160 171257 100470
199089 6558 119061
39843 59441 104050
53544 124657 125068
24949 192532 134669
52585 137340 86490
196698 3176 198892
113955 165932 16159
42256 59364 149449
185227 183846 113934
140471 122806 180467
141090 52798 2864
170301 106302 26761
199093 127169 51359
26921 115280 24323
25705 94955 105867
30586 45174 13801
12105 7601 74104
142731 157100 193177
160176 22649 144510
168178 120162 108805
146911 157213 93256
49539 171646 118131
12473 93740 39574
115550 12631 90875
71559 102313 143995
47802 181243 2701
68864 172426 16799
91532 72554 135208
133300 69882 13502
47193 53272 188964
72925 46679 116839
98894 115439 117289
11805 42612 59005
195583 79563 24950
57289 199129 193594
11908 129340 149595
177595 121726 11367
138371 122055 63615
143457 85012 130150
153183 164518 187866
18199 7676 19816
180699 24579 140284
26443 145677 77623
188533 194561 35461
42663 194066 180525
68162 147059 87211
37533 15626 196283
25154 5987 96439
93062 134247 180132
54059 31373 165576
29336 130127 31039
16853 29793 79310
101478 185758 84664
143170 191748 178256
110197 52066 133839
106510 91151 2599
102686 8222 138967
184544 78287 127936
3178 55495 28665
111480 125059 145950
136741 196234 131887
100708 36194 27606
165805 108804 61833
37047 131922 125586
13947 76360 55595
91632 26098 119823
132497 108701 143565
79215 172049 183838
85766 114558 40250
93041 131636 193510
190639 82840 54865
3250 136852 181536
153546 27087 41287
105879 138270 103770
167509 189305 1891
172532 95729 54325
390 52577 119425
53417 158499 146663
131308 86021 84048
59322 151933 145594
174511 70745 53076
152673 127354 112715
160765 100482 17636
144649 168972 140684
78632 23260 19309
129681 86103 158914
103622 39797 193453
114900 101876 156423
46014 95951 191737
193162 27760 125065
124273 71522 155831
42953 192586 62666
162484 105431 97829
13787 142456 111966
85549 149774 165008
150729 146850 146928
198516 191385 170974
113412 38310 38205
82295 197183 177413
183423 6739 106775
79161 27066 87761
115637 59502 186211
121455 80121 16482
179527 33328 182939
127645 72031 85547
88179 50373 170254
120742 69250 103924
150886 54158 137499
104764 178093 5849
37429 57120 59321
168351 156574 187658
152764 170243 106994
142380 148552 109001
174894 163189 17700
98279 192083 121263
150361 101988 85311
54402 130007 26726
126610 124343 50057
22466 162661 19184
65244 82950 109853
80955 115070 126815
173956 82077 66279
38948 178777 124379
129211 79102 70634
62543 95393 103072
35962 78491 65530
76582 51125 30012
32888 18400 161794
161700 91111 156437
89150 15207 84352
51432 8318 186274
49187 137857 198916
186391 14516 113389
99839 63284 172725
59816 156855 11159
58671 65016 166539
80295 41452 124116
11643 74041 20758
79412 8104 193899
184125 45656 97334
113727 192373 155383
152249 86250 90336
175490 121620 196457
167257 40567 137120
20049 10805 11971
48084 316 2577
110363 123776 175390
171367 58090 182886
118552 80399 173413
186998 12388 155301
116923 63793 111640
167910 138629 125031
166375 186921 159178
30970 62104 74010
184596 83374 164196
