200000 1
90140 30965 106820
175694 130563 78011
16066 12515 117131
19625 198614 169667
72268 165779 51909
36528 106894 84778
176418 193277 184546
98721 198807 29088
76221 15454 115444
173013 24415 194424
199576 109304 27504
106687 91419 55597
8938 69200 3697
106742 38336 190872
60216 98351 85173
118491 20298 163707
66426 49890 65822
157007 122424 10681
117544 159034 127601
92887 145805 78939
178347 111501 87834
115390 73361 90892
139191 6963 9831
5544 132431 113246
76816 73225 164937
6221 92309 30276
50672 146738 146454
130756 119094 133397
199213 61777 122633
47480 146123 38480
7023 173072 155072
99340 30125 140818
30114 79708 183677
103773 187453 102497
134857 138598 53862
125613 13789 99685
87764 38883 145030
137167 124789 78505
48299 53453 59081
145421 63278 159
6143 75425 4740
125547 72378 7833
86269 119071 188458
108795 36746 190865
151979 118989 30616
171038 60054 86562
122811 196020 31114
10871 98201 43340
139601 119329 69667
32684 46035 137076
66689 75365 176490
69044 179461 128545
180573 112022 133767
6869 1080 12160
21509 93452 82058
187286 183863 70306
118897 179365 4837
149808 184144 62329
146724 57921 63725
14549 134614 88798
30966 5126 72029
105229 166626 199566
85969 5597 7122
138614 137678 41576
20291 175027 44688
119406 20729 75952
166689 199993 167163
38468 40902 73424
100468 21733 47071
116143 151452 53714
44553 123695 65321
15293 160295 190055
51296 61973 10092
102360 853 123683
20529 112151 155230
143984 8475 24830
161020 161595 11032
32371 96430 165012
13891 172810 182552
177841 184906 24934
77728 64465 138178
162588 151215 51480
19692 87394 81179
182381 172766 172337
146981 64784 67341
72080 33248 41309
84017 199350 121767
79460 111808 3886
59549 94065 100250
67116 184332 155223
118029 154401 192828
98475 187863 93744
105709 27884 27913
82665 53498 81653
21684 187323 181853
21797 195151 22087
8335 56508 141051
111888 6965 62249
117959 88286 29385
73780 82063 190724
108453 165912 3474
133566 20996 16803
169384 45346 172675
122099 184832 83576
163104 69881 84206
198631 56626 180437
128281 60576 154634
32009 39820 54900
58589 159514 33072
179094 167431 52976
76765 46193 18272
62259 196380 63113
78356 34354 57530
14647 171851 20516
184766 114159 57222
181559 154712 105609
85009 139003 191340
148125 179465 60771
68582 142769 162300
144691 28266 117508
36282 78446 133992
391 88841 72670
47593 158611 56325
117494 30138 131403
157468 135684 19790
51556 71059 145413
4004 14315 84769
194735 118705 179887
121791 124469 90879
145768 35378 40138
101789 152276 98768
69842 46393 35713
19881 175547 188829
174373 34414 70686
118231 181477 30549
50568 159355 158994
106849 108431 186696
17129 175696 172657
74535 185978 15023
147236 199199 63411
64519 171626 85858
56855 28448 177589
135627 178089 170464
30829 183631 108022
96953 124804 49611
131743 176425 87706
76932 165453 192745
36974 98611 187306
88266 104791 120292
174448 44787 198674
153631 108990 114251
8270 95541 147810
52650 8092 125263
64698 168327 111630
76543 43413 110151
147768 20477 176814
96321 8204 1004
69553 196014 149695
175450 191595 2845
8576 146420 64863
139694 195680 120989
106886 26032 121621
10895 158042 185808
79838 35845 135303
8534 64144 173954
129914 129176 71937
183087 118714 150560
183262 74326 190197
59804 70358 102780
85579 185966 184886
37739 144228 84813
31908 9939 139067
171447 50283 182509
110133 175035 34147
194911 37362 69657
186899 60130 81387
92950 167111 169205
91560 93384 78841
58695 109052 141061
18750 155055 80149
1787 122533 195765
79606 51486 29482
94229 61339 54674
11872 61792 74250
94257 19708 28879
50984 164742 66855
158371 177576 148353
44951 190689 120219
22674 2886 75939
99191 167177 45153
124014 120061 174035
28153 99929 44185
14739 9915 55699
79938 113776 4040
184519 121970 82889
70614 21809 98582
144293 179094 15103
194879 61508 24654
34534 177568 146404
118433 97683 16353
91518 82062 34377
197082 77390 108771
7113 48224 9956
56129 96231 113677
133065 66781 116112
139835 112343 67833
104603 159884 85388
193964 147223 49577
184534 114043 100920
25508 42920 71809
77714 131324 5147
49151 146636 117064
98346 152419 80863
83605 102410 117739
172828 151369 106451
147327 199661 27706
138960 16332 150568
133823 181190 19241
190803 159757 14773
33777 101542 23249
82415 199856 82612
20693 186277 38252
43693 16991 86338
171904 55902 124316
174934 168264 7010
35145 124848 96420
35748 35418 22139
166798 18494 123693
58454 168908 155478
38792 126256 165571
58513 45463 10785
66095 95088 92438
114209 53814 10286
79200 116398 54650
10339 146861 157748
156489 123805 37095
125278 151552 40973
135817 37555 115577
111419 176439 57335
187929 65069 84913
18794 62624 3411
126408 191817 50738
24510 85389 156329
22053 149449 163461
66135 33426 167010
83685 55863 146133
47259 136520 192909
88417 24795 36660
198146 99021 71322
141961 19911 124565
71759 155458 84130
144743 40332 170639
133425 54027 52573
36659 25922 116640
102648 105811 148650
182487 128324 142184
168947 193733 843
171254 35121 18602
35503 136532 85606
153426 13741 145358
173721 113012 124997
58063 121758 121442
65853 199518 15191
187492 92911 77972
149946 146832 4717
173569 102416 10425
186923 191307 178621
152974 43827 96394
65647 118291 84131
199435 94353 134114
26235 118323 124251
186700 183716 34561
5460 193782 10888
47025 9258 135564
96282 76463 50929
51092 86312 59466
175932 185138 47486
165437 173285 21416
41360 83672 172031
14504 24618 147703
7555 176640 108645
173764 149833 67241
21083 38024 130439
24575 38867 70871
20508 89752 173087
15666 75552 59646
114507 128471 17803
113441 94987 56765
132102 62388 107468
113657 82804 99992
100126 62878 129610
99852 165884 90360
195167 126796 115726
59129 176716 31977
117891 14839 109894
155024 105102 173595
90705 32539 114756
23468 69042 33698
100012 91834 21440
96689 89131 114998
142020 129688 152146
92657 16816 52788
39807 22400 113336
82432 165115 80346
